"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-11-01 00:00","2017","11","01","00:00","5.4","","-1.1","","63","","","M","","M","","","100.73","","","","","","NA"
"2017-11-01 01:00","2017","11","01","01:00","5.4","","-0.6","","65","","","M","","M","","","100.73","","","","","","NA"
"2017-11-01 02:00","2017","11","01","02:00","5.4","","-0.8","","64","","","M","","M","","","100.74","","","","","","NA"
"2017-11-01 03:00","2017","11","01","03:00","5.3","","-0.9","","65","","","M","","M","","","100.74","","","","","","NA"
"2017-11-01 04:00","2017","11","01","04:00","5.2","","-0.8","","65","","","M","","M","","","100.75","","","","","","NA"
"2017-11-01 05:00","2017","11","01","05:00","5.1","","-1.4","","63","","","M","","M","","","100.80","","","","","","NA"
"2017-11-01 06:00","2017","11","01","06:00","4.9","","-1.2","","65","","","M","","M","","","100.78","","","","","","NA"
"2017-11-01 07:00","2017","11","01","07:00","5.1","","-0.7","","66","","","M","","M","","","100.83","","","","","","NA"
"2017-11-01 08:00","2017","11","01","08:00","5.4","","-1.0","","63","","","M","","M","","","100.90","","","","","","NA"
"2017-11-01 09:00","2017","11","01","09:00","6.1","","-2.9","","52","","","M","","M","","","100.89","","","","","","NA"
"2017-11-01 10:00","2017","11","01","10:00","6.7","","-3.2","","49","","","M","","M","","","100.88","","","","","","NA"
"2017-11-01 11:00","2017","11","01","11:00","7.4","","-1.7","","52","","","M","","M","","","100.84","","","","","","NA"
"2017-11-01 12:00","2017","11","01","12:00","7.4","","-1.1","","55","","","M","","M","","","100.74","","","","","","NA"
"2017-11-01 13:00","2017","11","01","13:00","7.4","","-0.3","","58","","","M","","M","","","100.71","","","","","","NA"
"2017-11-01 14:00","2017","11","01","14:00","7.0","","0.8","","64","","","M","","M","","","100.68","","","","","","NA"
"2017-11-01 15:00","2017","11","01","15:00","6.6","","2.2","","73","","","M","","M","","","100.67","","","","","","NA"
"2017-11-01 16:00","2017","11","01","16:00","6.0","","3.2","","82","","","M","","M","","","100.65","","","","","","NA"
"2017-11-01 17:00","2017","11","01","17:00","6.0","","3.0","","81","","","M","","M","","","100.65","","","","","","NA"
"2017-11-01 18:00","2017","11","01","18:00","5.6","","3.2","","84","","","M","","M","","","100.60","","","","","","NA"
"2017-11-01 19:00","2017","11","01","19:00","5.8","","3.5","","85","","","M","","M","","","100.62","","","","","","NA"
"2017-11-01 20:00","2017","11","01","20:00","6.1","","3.8","","85","","","M","","M","","","100.62","","","","","","NA"
"2017-11-01 21:00","2017","11","01","21:00","6.4","","4.2","","86","","","M","","M","","","100.61","","","","","","NA"
"2017-11-01 22:00","2017","11","01","22:00","6.8","","4.2","","83","","","M","","M","","","100.55","","","","","","NA"
"2017-11-01 23:00","2017","11","01","23:00","6.9","","4.2","","83","","","M","","M","","","100.50","","","","","","NA"
"2017-11-02 00:00","2017","11","02","00:00","6.6","","4.6","","87","","","M","","M","","","100.48","","","","","","NA"
"2017-11-02 01:00","2017","11","02","01:00","6.7","","5.2","","90","","","M","","M","","","100.35","","","","","","NA"
"2017-11-02 02:00","2017","11","02","02:00","6.9","","5.7","","92","","","M","","M","","","100.26","","","","","","NA"
"2017-11-02 03:00","2017","11","02","03:00","7.2","","6.1","","93","","","M","","M","","","100.14","","","","","","NA"
"2017-11-02 04:00","2017","11","02","04:00","7.5","","6.4","","93","","","M","","M","","","100.09","","","","","","NA"
"2017-11-02 05:00","2017","11","02","05:00","8.4","","7.4","","94","","","M","","M","","","100.01","","","","","","NA"
"2017-11-02 06:00","2017","11","02","06:00","9.3","","8.3","","93","","","M","","M","","","100.02","","","","","","NA"
"2017-11-02 07:00","2017","11","02","07:00","10.2","","9.2","","93","","","M","","M","","","100.03","","","","","","NA"
"2017-11-02 08:00","2017","11","02","08:00","10.8","","9.7","","93","","","M","","M","","","100.10","","","","","","NA"
"2017-11-02 09:00","2017","11","02","09:00","11.4","","10.2","","92","","","M","","M","","","100.13","","","","","","NA"
"2017-11-02 10:00","2017","11","02","10:00","12.1","","10.6","","91","","","M","","M","","","100.15","","","","","","NA"
"2017-11-02 11:00","2017","11","02","11:00","13.1","","11.1","","87","","","M","","M","","","100.15","","","","","","NA"
"2017-11-02 12:00","2017","11","02","12:00","13.6","","11.0","","85","","","M","","M","","","100.12","","","","","","NA"
"2017-11-02 13:00","2017","11","02","13:00","14.0","","11.0","","82","","","M","","M","","","100.09","","","","","","NA"
"2017-11-02 14:00","2017","11","02","14:00","14.0","","10.5","","80","","","M","","M","","","100.11","","","","","","NA"
"2017-11-02 15:00","2017","11","02","15:00","14.2","","10.8","","80","","","M","","M","","","100.11","","","","","","NA"
