"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-06-01 00:00","2016","06","01","00:00","16.7","","8.3","","58","","","M","","M","","","100.59","","","","","","NA"
"2016-06-01 01:00","2016","06","01","01:00","16.7","","7.1","","53","","","M","","M","","","100.57","","","","","","NA"
"2016-06-01 02:00","2016","06","01","02:00","15.9","","6.7","","55","","","M","","M","","","100.63","","","","","","NA"
"2016-06-01 03:00","2016","06","01","03:00","15.2","","6.3","","55","","","M","","M","","","100.69","","","","","","NA"
"2016-06-01 04:00","2016","06","01","04:00","14.5","","6.5","","59","","","M","","M","","","100.72","","","","","","NA"
"2016-06-01 05:00","2016","06","01","05:00","13.9","","6.6","","61","","","M","","M","","","100.77","","","","","","NA"
"2016-06-01 06:00","2016","06","01","06:00","13.8","","7.4","","65","","","M","","M","","","100.79","","","","","","NA"
"2016-06-01 07:00","2016","06","01","07:00","14.2","","6.5","","60","","","M","","M","","","100.80","","","","","","NA"
"2016-06-01 08:00","2016","06","01","08:00","15.2","","6.9","","58","","","M","","M","","","100.80","","","","","","NA"
"2016-06-01 09:00","2016","06","01","09:00","15.6","","7.8","","60","","","M","","M","","","100.78","","","","","","NA"
"2016-06-01 10:00","2016","06","01","10:00","15.7","","8.0","","60","","","M","","M","","","100.70","","","","","","NA"
"2016-06-01 11:00","2016","06","01","11:00","16.0","","7.8","","58","","","M","","M","","","100.71","","","","","","NA"
"2016-06-01 12:00","2016","06","01","12:00","17.3","","7.8","","54","","","M","","M","","","100.67","","","","","","NA"
"2016-06-01 13:00","2016","06","01","13:00","17.4","","8.0","","54","","","M","","M","","","100.58","","","","","","NA"
"2016-06-01 14:00","2016","06","01","14:00","18.3","","8.5","","53","","","M","","M","","","100.52","","","","","","NA"
"2016-06-01 15:00","2016","06","01","15:00","18.2","","8.1","","52","","","M","","M","","","100.47","","","","","","NA"
"2016-06-01 16:00","2016","06","01","16:00","19.3","","9.9","","54","","","M","","M","","","100.44","","","","","","NA"
"2016-06-01 17:00","2016","06","01","17:00","17.9","","9.2","","57","","","M","","M","","","100.35","","","","","","NA"
"2016-06-01 18:00","2016","06","01","18:00","18.1","","9.1","","56","","","M","","M","","","100.31","","","","","","NA"
"2016-06-01 19:00","2016","06","01","19:00","17.8","","9.8","","60","","","M","","M","","","100.29","","","","","","NA"
"2016-06-01 20:00","2016","06","01","20:00","17.2","","8.5","","57","","","M","","M","","","100.26","","","","","","NA"
"2016-06-01 21:00","2016","06","01","21:00","16.9","","8.2","","57","","","M","","M","","","100.27","","","","","","NA"
"2016-06-01 22:00","2016","06","01","22:00","16.9","","7.4","","54","","","M","","M","","","100.23","","","","","","NA"
"2016-06-01 23:00","2016","06","01","23:00","16.8","","7.8","","55","","","M","","M","","","100.18","","","","","","NA"
"2016-06-02 00:00","2016","06","02","00:00","17.0","","8.1","","55","","","M","","M","","","100.09","","","","","","NA"
"2016-06-02 01:00","2016","06","02","01:00","17.5","","7.7","","52","","","M","","M","","","100.01","","","","","","NA"
"2016-06-02 02:00","2016","06","02","02:00","17.3","","7.9","","54","","","M","","M","","","99.97","","","","","","NA"
"2016-06-02 03:00","2016","06","02","03:00","17.4","","8.0","","54","","","M","","M","","","99.96","","","","","","NA"
"2016-06-02 04:00","2016","06","02","04:00","17.1","","9.3","","60","","","M","","M","","","99.96","","","","","","NA"
"2016-06-02 05:00","2016","06","02","05:00","17.6","","9.5","","59","","","M","","M","","","100.03","","","","","","NA"
"2016-06-02 06:00","2016","06","02","06:00","16.4","","12.6","","79","","","M","","M","","","100.03","","","","","","NA"
"2016-06-02 07:00","2016","06","02","07:00","18.0","","11.9","","67","","","M","","M","","","100.03","","","","","","NA"
"2016-06-02 08:00","2016","06","02","08:00","17.6","","11.5","","67","","","M","","M","","","100.12","","","","","","NA"
"2016-06-02 09:00","2016","06","02","09:00","19.0","","12.5","","66","","","M","","M","","","100.12","","","","","","NA"
"2016-06-02 10:00","2016","06","02","10:00","21.8","","13.5","","60","","","M","","M","","","100.08","","25","","","","NA"
"2016-06-02 11:00","2016","06","02","11:00","23.0","","13.3","","54","","","M","","M","","","100.06","","26","","","","NA"
"2016-06-02 12:00","2016","06","02","12:00","24.2","","14.7","","56","","","M","","M","","","100.05","","28","","","","NA"
"2016-06-02 13:00","2016","06","02","13:00","24.5","","17.0","","63","","","M","","M","","","100.03","","30","","","","NA"
"2016-06-02 14:00","2016","06","02","14:00","25.8","","15.4","","53","","","M","","M","","","100.00","","30","","","","NA"
"2016-06-02 15:00","2016","06","02","15:00","26.4","","15.7","","52","","","M","","M","","","99.93","","31","","","","NA"
"2016-06-02 16:00","2016","06","02","16:00","25.3","","16.0","","56","","","M","","M","","","99.93","","30","","","","NA"
"2016-06-02 17:00","2016","06","02","17:00","25.0","","15.8","","56","","","M","","M","","","99.92","","29","","","","NA"
"2016-06-02 18:00","2016","06","02","18:00","25.3","","13.9","","49","","","M","","M","","","99.92","","29","","","","NA"
"2016-06-02 19:00","2016","06","02","19:00","26.6","","7.8","","30","","","M","","M","","","99.96","","27","","","","NA"
"2016-06-02 20:00","2016","06","02","20:00","23.9","","11.7","","46","","","M","","M","","","100.01","","26","","","","NA"
"2016-06-02 21:00","2016","06","02","21:00","22.4","","10.9","","48","","","M","","M","","","100.10","","","","","","NA"
"2016-06-02 22:00","2016","06","02","22:00","21.1","","10.5","","51","","","M","","M","","","100.15","","","","","","NA"
"2016-06-02 23:00","2016","06","02","23:00","20.3","","10.5","","53","","","M","","M","","","100.21","","","","","","NA"
"2016-06-03 00:00","2016","06","03","00:00","18.8","","10.8","","60","","","M","","M","","","100.26","","","","","","NA"
"2016-06-03 01:00","2016","06","03","01:00","18.1","","10.9","","63","","","M","","M","","","100.27","","","","","","NA"
"2016-06-03 02:00","2016","06","03","02:00","17.6","","11.2","","66","","","M","","M","","","100.26","","","","","","NA"
"2016-06-03 03:00","2016","06","03","03:00","16.4","","11.1","","71","","","M","","M","","","100.27","","","","","","NA"
