"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-04-01 00:00","2018","04","01","00:00","2.5","","-2.7","","68","","","M","","M","","","99.64","","","","","","NA"
"2018-04-01 01:00","2018","04","01","01:00","0.6","","-4.9","","67","","","M","","M","","","99.82","","","","","","NA"
"2018-04-01 02:00","2018","04","01","02:00","-0.1","","-6.7","","61","","","M","","M","","","99.96","","","","","","NA"
"2018-04-01 03:00","2018","04","01","03:00","-0.7","","-8.5","","55","","","M","","M","","","100.09","","","","","","NA"
"2018-04-01 04:00","2018","04","01","04:00","-0.8","","-8.4","","57","","","M","","M","","","100.22","","","","","","NA"
"2018-04-01 05:00","2018","04","01","05:00","-1.9","","-10.3","","53","","","M","","M","","","100.33","","","","","","NA"
"2018-04-01 06:00","2018","04","01","06:00","-2.4","","-10.8","","52","","","M","","M","","","100.44","","","","","","NA"
"2018-04-01 07:00","2018","04","01","07:00","-2.2","","-10.1","","55","","","M","","M","","","100.52","","","","","","NA"
"2018-04-01 08:00","2018","04","01","08:00","-0.9","","-9.0","","54","","","M","","M","","","100.56","","","","","","NA"
"2018-04-01 09:00","2018","04","01","09:00","0.2","","-10.0","","46","","","M","","M","","","100.60","","","","","","NA"
"2018-04-01 10:00","2018","04","01","10:00","0.8","","-11.1","","41","","","M","","M","","","100.66","","","","","","NA"
