"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-01-01 00:00","2016","01","01","00:00","0.8","","-4.3","","69","","","M","","M","","","100.38","","","","","","NA"
"2016-01-01 01:00","2016","01","01","01:00","0.6","","-4.6","","68","","","M","","M","","","100.35","","","","","","NA"
"2016-01-01 02:00","2016","01","01","02:00","0.5","","-4.0","","72","","","M","","M","","","100.30","","","","","","NA"
"2016-01-01 03:00","2016","01","01","03:00","0.4","","-3.1","","77","","","M","","M","","","100.27","","","","","","NA"
"2016-01-01 04:00","2016","01","01","04:00","0.4","","-3.9","","73","","","M","","M","","","100.27","","","","","","NA"
"2016-01-01 05:00","2016","01","01","05:00","0.2","","-4.0","","74","","","M","","M","","","100.18","","","","","","NA"
"2016-01-01 06:00","2016","01","01","06:00","0.1","","-5.1","","68","","","M","","M","","","100.15","","","","","","NA"
"2016-01-01 07:00","2016","01","01","07:00","-0.1","","-5.4","","68","","","M","","M","","","100.14","","","","","","NA"
"2016-01-01 08:00","2016","01","01","08:00","-0.3","","-5.1","","70","","","M","","M","","","100.13","","","","","","NA"
"2016-01-01 09:00","2016","01","01","09:00","-1.7","","-3.7","","86","","","M","","M","","","100.16","","","","","","NA"
"2016-01-01 10:00","2016","01","01","10:00","-1.1","","-5.1","","74","","","M","","M","","","100.13","","","","","","NA"
"2016-01-01 11:00","2016","01","01","11:00","-0.7","","-5.6","","69","","","M","","M","","","100.15","","","","","","NA"
"2016-01-01 12:00","2016","01","01","12:00","-1.2","","-4.4","","79","","","M","","M","","","100.12","","","","","","NA"
"2016-01-01 13:00","2016","01","01","13:00","-1.9","","-3.9","","86","","","M","","M","","","100.08","","","","","","NA"
"2016-01-01 14:00","2016","01","01","14:00","-1.4","","-4.2","","81","","","M","","M","","","100.02","","","","","","NA"
"2016-01-01 15:00","2016","01","01","15:00","-1.2","","-4.7","","77","","","M","","M","","","100.03","","","","","","NA"
"2016-01-01 16:00","2016","01","01","16:00","-1.4","","-6.8","","67","","","M","","M","","","100.10","","","","","","NA"
"2016-01-01 17:00","2016","01","01","17:00","-1.8","","-7.0","","67","","","M","","M","","","100.14","","","","","","NA"
"2016-01-01 18:00","2016","01","01","18:00","-1.8","","-6.4","","71","","","M","","M","","","100.19","","","","","","NA"
"2016-01-01 19:00","2016","01","01","19:00","-2.0","","-6.2","","73","","","M","","M","","","100.25","","","","","","NA"
"2016-01-01 20:00","2016","01","01","20:00","-2.0","","-6.1","","74","","","M","","M","","","100.28","","","","","","NA"
"2016-01-01 21:00","2016","01","01","21:00","-2.2","","-6.5","","72","","","M","","M","","","100.30","","","","","","NA"
"2016-01-01 22:00","2016","01","01","22:00","-2.1","","-6.2","","74","","","M","","M","","","100.33","","","","","","NA"
"2016-01-01 23:00","2016","01","01","23:00","-2.1","","-7.0","","69","","","M","","M","","","100.30","","","","","","NA"
"2016-01-02 00:00","2016","01","02","00:00","-2.4","","-7.3","","69","","","M","","M","","","100.34","","","","","","NA"
"2016-01-02 01:00","2016","01","02","01:00","-2.8","","-7.7","","69","","","M","","M","","","100.33","","","","","","NA"
"2016-01-02 02:00","2016","01","02","02:00","-2.9","","-7.9","","68","","","M","","M","","","100.31","","","","","","NA"
"2016-01-02 03:00","2016","01","02","03:00","-2.3","","-7.7","","66","","","M","","M","","","100.31","","","","","","NA"
"2016-01-02 04:00","2016","01","02","04:00","-2.1","","-6.9","","70","","","M","","M","","","100.20","","","","","","NA"
"2016-01-02 05:00","2016","01","02","05:00","-1.5","","-4.9","","77","","","M","","M","","","100.14","","","","","","NA"
"2016-01-02 06:00","2016","01","02","06:00","-1.4","","-4.5","","80","","","M","","M","","","100.16","","","","","","NA"
"2016-01-02 07:00","2016","01","02","07:00","-1.4","","-5.6","","73","","","M","","M","","","100.08","","","","","","NA"
"2016-01-02 08:00","2016","01","02","08:00","-1.3","","-5.6","","73","","","M","","M","","","100.09","","","","","","NA"
"2016-01-02 09:00","2016","01","02","09:00","-1.2","","-5.3","","74","","","M","","M","","","100.11","","","","","","NA"
"2016-01-02 10:00","2016","01","02","10:00","-1.0","","-4.7","","76","","","M","","M","","","100.13","","","","","","NA"
"2016-01-02 11:00","2016","01","02","11:00","-0.7","","-4.2","","77","","","M","","M","","","100.12","","","","","","NA"
"2016-01-02 12:00","2016","01","02","12:00","-0.5","","-3.9","","78","","","M","","M","","","100.01","","","","","","NA"
"2016-01-02 13:00","2016","01","02","13:00","-0.1","","-4.1","","75","","","M","","M","","","99.90","","","","","","NA"
"2016-01-02 14:00","2016","01","02","14:00","0.2","","-4.2","","72","","","M","","M","","","99.84","","","","","","NA"
"2016-01-02 15:00","2016","01","02","15:00","0.4","","-4.6","","69","","","M","","M","","","99.79","","","","","","NA"
"2016-01-02 16:00","2016","01","02","16:00","0.3","","-4.6","","69","","","M","","M","","","99.76","","","","","","NA"
"2016-01-02 17:00","2016","01","02","17:00","0.2","","-4.8","","69","","","M","","M","","","99.75","","","","","","NA"
"2016-01-02 18:00","2016","01","02","18:00","0.2","","-4.8","","69","","","M","","M","","","99.76","","","","","","NA"
"2016-01-02 19:00","2016","01","02","19:00","0.3","","-4.3","","71","","","M","","M","","","99.70","","","","","","NA"
"2016-01-02 20:00","2016","01","02","20:00","0.5","","-3.9","","72","","","M","","M","","","99.60","","","","","","NA"
"2016-01-02 21:00","2016","01","02","21:00","0.9","","-3.0","","75","","","M","","M","","","99.44","","","","","","NA"
"2016-01-02 22:00","2016","01","02","22:00","1.2","","-2.7","","75","","","M","","M","","","99.35","","","","","","NA"
"2016-01-02 23:00","2016","01","02","23:00","1.2","","-2.6","","76","","","M","","M","","","99.28","","","","","","NA"
"2016-01-03 00:00","2016","01","03","00:00","1.5","","-2.4","","76","","","M","","M","","","99.25","","","","","","NA"
"2016-01-03 01:00","2016","01","03","01:00","1.5","","-3.0","","72","","","M","","M","","","99.16","","","","","","NA"
"2016-01-03 02:00","2016","01","03","02:00","1.3","","-3.7","","69","","","M","","M","","","99.13","","","","","","NA"
"2016-01-03 03:00","2016","01","03","03:00","1.1","","-3.6","","71","","","M","","M","","","99.15","","","","","","NA"
"2016-01-03 04:00","2016","01","03","04:00","1.1","","-3.3","","73","","","M","","M","","","99.13","","","","","","NA"
"2016-01-03 05:00","2016","01","03","05:00","1.0","","-2.8","","76","","","M","","M","","","99.16","","","","","","NA"
"2016-01-03 06:00","2016","01","03","06:00","1.0","","-2.3","","79","","","M","","M","","","99.21","","","","","","NA"
"2016-01-03 07:00","2016","01","03","07:00","1.5","","-2.6","","74","","","M","","M","","","99.25","","","","","","NA"
