"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Current Station Operator","Environment and Climate Change Canada - Meteorological Service of Canada"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-06-01 00:00","2018","06","01","00:00","20.5","","17.1","","81","","","M","","M","","","99.33","","26","","","","NA"
"2018-06-01 01:00","2018","06","01","01:00","20.5","","17.2","","82","","","M","","M","","","99.34","","26","","","","NA"
"2018-06-01 02:00","2018","06","01","02:00","20.6","","17.3","","82","","","M","","M","","","99.28","","26","","","","NA"
"2018-06-01 03:00","2018","06","01","03:00","20.7","","17.1","","80","","","M","","M","","","99.29","","26","","","","NA"
"2018-06-01 04:00","2018","06","01","04:00","20.4","","16.9","","81","","","M","","M","","","99.31","","26","","","","NA"
"2018-06-01 05:00","2018","06","01","05:00","19.6","","17.0","","85","","","M","","M","","","99.29","","","","","","NA"
"2018-06-01 06:00","2018","06","01","06:00","20.5","","17.3","","82","","","M","","M","","","99.34","","26","","","","NA"
"2018-06-01 07:00","2018","06","01","07:00","21.7","","17.3","","76","","","M","","M","","","99.43","","27","","","","NA"
"2018-06-01 08:00","2018","06","01","08:00","22.4","","18.0","","76","","","M","","M","","","99.44","","28","","","","NA"
"2018-06-01 09:00","2018","06","01","09:00","24.7","","18.3","","68","","","M","","M","","","99.47","","31","","","","NA"
"2018-06-01 10:00","2018","06","01","10:00","25.4","","18.8","","67","","","M","","M","","","99.50","","32","","","","NA"
"2018-06-01 11:00","2018","06","01","11:00","25.8","","18.9","","66","","","M","","M","","","99.53","","32","","","","NA"
"2018-06-01 12:00","2018","06","01","12:00","27.0","","18.3","","59","","","M","","M","","","99.53","","33","","","","NA"
"2018-06-01 13:00","2018","06","01","13:00","26.5","","18.2","","60","","","M","","M","","","99.49","","33","","","","NA"
"2018-06-01 14:00","2018","06","01","14:00","26.5","","16.3","","53","","","M","","M","","","99.50","","31","","","","NA"
"2018-06-01 15:00","2018","06","01","15:00","27.5","","16.3","","50","","","M","","M","","","99.48","","32","","","","NA"
"2018-06-01 16:00","2018","06","01","16:00","28.0","","16.1","","49","","","M","","M","","","99.46","","33","","","","NA"
"2018-06-01 17:00","2018","06","01","17:00","26.4","","15.6","","52","","","M","","M","","","99.51","","31","","","","NA"
"2018-06-01 18:00","2018","06","01","18:00","24.8","","15.5","","56","","","M","","M","","","99.58","","29","","","","NA"
"2018-06-01 19:00","2018","06","01","19:00","23.3","","15.5","","62","","","M","","M","","","99.65","","28","","","","NA"
"2018-06-01 20:00","2018","06","01","20:00","21.5","","14.5","","64","","","M","","M","","","99.68","","25","","","","NA"
"2018-06-01 21:00","2018","06","01","21:00","20.9","","14.1","","65","","","M","","M","","","99.73","","","","","","NA"
"2018-06-01 22:00","2018","06","01","22:00","19.0","","12.4","","66","","","M","","M","","","99.79","","","","","","NA"
"2018-06-01 23:00","2018","06","01","23:00","18.3","","12.6","","69","","","M","","M","","","99.81","","","","","","NA"
"2018-06-02 00:00","2018","06","02","00:00","18.0","","12.5","","70","","","M","","M","","","99.85","","","","","","NA"
"2018-06-02 01:00","2018","06","02","01:00","17.4","","12.0","","70","","","M","","M","","","99.88","","","","","","NA"
"2018-06-02 02:00","2018","06","02","02:00","16.6","","11.1","","70","","","M","","M","","","99.89","","","","","","NA"
"2018-06-02 03:00","2018","06","02","03:00","15.8","","10.9","","73","","","M","","M","","","99.92","","","","","","NA"
"2018-06-02 04:00","2018","06","02","04:00","15.8","","10.9","","72","","","M","","M","","","99.94","","","","","","NA"
"2018-06-02 05:00","2018","06","02","05:00","15.6","","10.0","","69","","","M","","M","","","100.05","","","","","","NA"
"2018-06-02 06:00","2018","06","02","06:00","15.2","","9.9","","71","","","M","","M","","","100.13","","","","","","NA"
"2018-06-02 07:00","2018","06","02","07:00","14.3","","9.2","","71","","","M","","M","","","100.20","","","","","","NA"
"2018-06-02 08:00","2018","06","02","08:00","14.6","","8.7","","67","","","M","","M","","","100.20","","","","","","NA"
"2018-06-02 09:00","2018","06","02","09:00","15.6","","9.0","","65","","","M","","M","","","100.19","","","","","","NA"
"2018-06-02 10:00","2018","06","02","10:00","16.3","","8.7","","61","","","M","","M","","","100.17","","","","","","NA"
"2018-06-02 11:00","2018","06","02","11:00","18.0","","10.2","","60","","","M","","M","","","100.16","","","","","","NA"
"2018-06-02 12:00","2018","06","02","12:00","17.0","","9.2","","60","","","M","","M","","","100.17","","","","","","NA"
"2018-06-02 13:00","2018","06","02","13:00","18.4","","9.5","","56","","","M","","M","","","100.17","","","","","","NA"
"2018-06-02 14:00","2018","06","02","14:00","19.7","","9.6","","52","","","M","","M","","","100.17","","","","","","NA"
"2018-06-02 15:00","2018","06","02","15:00","20.2","","10.7","","55","","","M","","M","","","100.14","","","","","","NA"
"2018-06-02 16:00","2018","06","02","16:00","18.4","","9.9","","58","","","M","","M","","","100.12","","","","","","NA"
"2018-06-02 17:00","2018","06","02","17:00","18.2","","10.4","","60","","","M","","M","","","100.06","","","","","","NA"
"2018-06-02 18:00","2018","06","02","18:00","18.0","","10.0","","60","","","M","","M","","","100.04","","","","","","NA"
"2018-06-02 19:00","2018","06","02","19:00","17.6","","9.8","","60","","","M","","M","","","100.03","","","","","","NA"
"2018-06-02 20:00","2018","06","02","20:00","17.6","","10.1","","62","","","M","","M","","","100.03","","","","","","NA"
"2018-06-02 21:00","2018","06","02","21:00","17.5","","10.1","","62","","","M","","M","","","100.06","","","","","","NA"
"2018-06-02 22:00","2018","06","02","22:00","17.5","","10.2","","62","","","M","","M","","","100.08","","","","","","NA"
"2018-06-02 23:00","2018","06","02","23:00","16.9","","10.3","","65","","","M","","M","","","100.10","","","","","","NA"
