\\Hourly Demand Report,,,
\\Created at 2018-06-27 07:30:08,,,
\\For 2018,,,
Date,Hour,Market Demand,Ontario Demand
2018-04-28,5,14351,11818
2018-04-28,6,14524,12186
2018-04-28,7,15115,12834
2018-04-28,8,15943,13531
2018-04-28,9,16656,14163
2018-04-28,10,17176,14367
2018-04-28,11,17253,14454
2018-04-28,12,17201,14381
2018-04-28,13,16895,14133
2018-04-28,14,16556,13815
2018-04-28,15,16447,13781
2018-04-28,16,16552,13955
2018-04-28,17,17057,14403
2018-04-28,18,16972,14577
2018-04-28,19,16983,14576
2018-04-28,20,17041,14879
2018-04-28,21,17108,14857
2018-04-28,22,16341,13956
2018-04-28,23,15465,13212
2018-04-28,24,14873,12563
2018-04-29,1,14709,12231
2018-04-29,2,14285,11875
2018-04-29,3,14126,11730
2018-04-29,4,14109,11695
2018-04-29,5,14152,11753
2018-04-29,6,14603,12193
2018-04-29,7,15017,12617
2018-04-29,8,15496,12968
2018-04-29,9,15435,12844
2018-04-29,10,15470,12711
2018-04-29,11,15374,12649
2018-04-29,12,15536,12905
2018-04-29,13,15382,12627
2018-04-29,14,15017,12395
2018-04-29,15,14893,12458
2018-04-29,16,15371,12886
2018-04-29,17,15714,13354
2018-04-29,18,15859,13862
2018-04-29,19,16276,14301
2018-04-29,20,16531,14635
2018-04-29,21,16750,14735
2018-04-29,22,15895,13967
2018-04-29,23,15176,13088
2018-04-29,24,14796,12494
2018-04-30,1,14367,11962
2018-04-30,2,14297,11889
2018-04-30,3,14136,11857
2018-04-30,4,14364,12039
2018-04-30,5,14990,12764
2018-04-30,6,15913,14031
2018-04-30,7,16576,14790
2018-04-30,8,16515,14640
2018-04-30,9,16403,14388
2018-04-30,10,16061,13922
2018-04-30,11,15959,13849
2018-04-30,12,15745,13671
2018-04-30,13,15818,13721
2018-04-30,14,15746,13609
2018-04-30,15,15749,13571
2018-04-30,16,15908,13767
2018-04-30,17,16227,14124
2018-04-30,18,16655,14483
2018-04-30,19,17372,14948
2018-04-30,20,17842,15280
2018-04-30,21,17669,15148
2018-04-30,22,16574,14135
2018-04-30,23,15407,12977
2018-04-30,24,14203,12021
2018-05-01,1,13607,11489
2018-05-01,2,13417,11258
2018-05-01,3,13497,11201
2018-05-01,4,13336,11408
2018-05-01,5,14119,11988
2018-05-01,6,15389,13119
2018-05-01,7,16801,14342
2018-05-01,8,16849,14553
2018-05-01,9,16724,14435
2018-05-01,10,16409,14018
2018-05-01,11,16251,13865
2018-05-01,12,15808,13521
2018-05-01,13,15897,13683
2018-05-01,14,15702,13522
2018-05-01,15,16062,13756
2018-05-01,16,16251,13980
2018-05-01,17,16521,14249
2018-05-01,18,16812,14502
2018-05-01,19,17161,14710
2018-05-01,20,17702,15103
2018-05-01,21,17811,15029
2018-05-01,22,16427,13863
2018-05-01,23,14922,12674
2018-05-01,24,14066,11797
2018-05-02,1,13751,11343
2018-05-02,2,13349,11001
2018-05-02,3,13282,10940
2018-05-02,4,13385,10987
2018-05-02,5,13898,11448
2018-05-02,6,15046,12598
2018-05-02,7,16127,13748
2018-05-02,8,15709,13972
2018-05-02,9,16156,13927
2018-05-02,10,16574,14063
2018-05-02,11,16912,14456
2018-05-02,12,17083,14639
2018-05-02,13,17375,14963
2018-05-02,14,17458,14934
2018-05-02,15,17463,15033
2018-05-02,16,17897,15446
2018-05-02,17,18019,15613
2018-05-02,18,17893,15609
2018-05-02,19,18086,15919
2018-05-02,20,18040,16264
2018-05-02,21,17925,15982
2018-05-02,22,16726,14729
2018-05-02,23,15595,13425
2018-05-02,24,15233,12697
2018-05-03,1,14762,12318
2018-05-03,2,14283,11805
2018-05-03,3,14125,11661
2018-05-03,4,14108,11651
2018-05-03,5,14305,11976
2018-05-03,6,15495,13001
2018-05-03,7,16754,14310
2018-05-03,8,17675,15048
2018-05-03,9,17685,15312
2018-05-03,10,17778,15467
2018-05-03,11,17971,15606
2018-05-03,12,17974,15590
2018-05-03,13,17901,15599
2018-05-03,14,17558,15628
2018-05-03,15,17275,15392
2018-05-03,16,17420,15462
2018-05-03,17,17658,15538
2018-05-03,18,17465,15314
2018-05-03,19,18105,15563
2018-05-03,20,18311,15924
2018-05-03,21,17975,15683
2018-05-03,22,16512,14413
2018-05-03,23,15797,13342
2018-05-03,24,14885,12562
2018-05-04,1,14426,11936
2018-05-04,2,14048,11549
2018-05-04,3,14014,11462
2018-05-04,4,14103,11501
2018-05-04,5,14267,11811
2018-05-04,6,15217,12687
2018-05-04,7,16481,14035
2018-05-04,8,17088,14634
2018-05-04,9,17286,14753
2018-05-04,10,17276,14784
2018-05-04,11,17382,14853
2018-05-04,12,16730,14618
2018-05-04,13,16451,14487
2018-05-04,14,16503,14558
2018-05-04,15,16385,14387
2018-05-04,16,15906,13886
2018-05-04,17,15200,13149
2018-05-04,18,14136,12298
2018-05-04,19,14585,12732
2018-05-04,20,15375,13521
2018-05-04,21,16016,14152
2018-05-04,22,15313,13485
2018-05-04,23,14156,12212
2018-05-04,24,13420,11477
2018-05-05,1,13272,11130
2018-05-05,2,13249,10929
2018-05-05,3,13087,10803
2018-05-05,4,13214,10793
2018-05-05,5,13304,10832
2018-05-05,6,13111,11028
2018-05-05,7,13524,11542
2018-05-05,8,14035,12062
2018-05-05,9,14300,12252
2018-05-05,10,14471,12412
2018-05-05,11,14400,12408
2018-05-05,12,14303,12251
2018-05-05,13,14093,12110
2018-05-05,14,14192,12133
2018-05-05,15,14364,12333
2018-05-05,16,14611,12673
2018-05-05,17,15086,13162
2018-05-05,18,15346,13444
2018-05-05,19,15531,13645
2018-05-05,20,15848,13911
2018-05-05,21,15810,13853
2018-05-05,22,15078,13104
2018-05-05,23,14119,12191
2018-05-05,24,13782,11544
2018-05-06,1,13687,11081
2018-05-06,2,13298,10712
2018-05-06,3,13125,10541
2018-05-06,4,13106,10567
2018-05-06,5,13296,10681
2018-05-06,6,13376,10832
2018-05-06,7,13742,11164
2018-05-06,8,14624,11722
2018-05-06,9,14606,12077
2018-05-06,10,14861,12406
2018-05-06,11,14517,12320
2018-05-06,12,14451,12243
2018-05-06,13,14080,12135
2018-05-06,14,14056,12235
2018-05-06,15,14406,12509
2018-05-06,16,15638,13074
2018-05-06,17,16117,13592
2018-05-06,18,16366,13762
2018-05-06,19,16826,14062
2018-05-06,20,17166,14498
2018-05-06,21,17166,14450
2018-05-06,22,16574,13589
2018-05-06,23,15187,12494
2018-05-06,24,14925,11916
2018-05-07,1,14448,11499
2018-05-07,2,14254,11325
2018-05-07,3,14128,11160
2018-05-07,4,14029,11275
2018-05-07,5,14586,11906
2018-05-07,6,15613,12990
2018-05-07,7,16469,14115
2018-05-07,8,16622,14158
2018-05-07,9,16579,13957
2018-05-07,10,16363,13843
2018-05-07,11,16676,13874
2018-05-07,12,16188,13717
2018-05-07,13,16064,13853
2018-05-07,14,16319,13862
2018-05-07,15,16311,13750
2018-05-07,16,16435,13942
2018-05-07,17,16789,14346
2018-05-07,18,16838,14597
2018-05-07,19,17469,15151
2018-05-07,20,17711,15513
2018-05-07,21,17849,15516
2018-05-07,22,16526,14383
2018-05-07,23,15670,13175
2018-05-07,24,14787,12327
2018-05-08,1,14248,11810
2018-05-08,2,13861,11496
2018-05-08,3,13989,11454
2018-05-08,4,14008,11559
2018-05-08,5,14680,12090
2018-05-08,6,15354,13102
2018-05-08,7,16445,14377
2018-05-08,8,16459,14380
2018-05-08,9,16184,14053
2018-05-08,10,16016,13879
2018-05-08,11,16209,13876
2018-05-08,12,16216,13911
2018-05-08,13,16078,13983
2018-05-08,14,15946,13939
2018-05-08,15,15891,14045
2018-05-08,16,16308,14433
2018-05-08,17,16940,14955
2018-05-08,18,17542,15480
2018-05-08,19,17545,15737
2018-05-08,20,17552,15933
2018-05-08,21,17287,15665
2018-05-08,22,16262,14474
2018-05-08,23,14875,13188
2018-05-08,24,14373,12304
2018-05-09,1,14070,11721
2018-05-09,2,13829,11477
2018-05-09,3,13699,11413
2018-05-09,4,13848,11462
2018-05-09,5,14069,11887
2018-05-09,6,14943,12910
2018-05-09,7,16211,14231
2018-05-09,8,16366,14342
2018-05-09,9,16393,14220
2018-05-09,10,16326,14178
2018-05-09,11,16416,14168
2018-05-09,12,16132,14118
2018-05-09,13,16042,14027
2018-05-09,14,16212,14201
2018-05-09,15,16715,14601
2018-05-09,16,17220,15147
2018-05-09,17,17652,15487
2018-05-09,18,17158,15149
2018-05-09,19,17701,15708
2018-05-09,20,17728,15742
2018-05-09,21,17569,15486
2018-05-09,22,16008,14128
2018-05-09,23,14908,13011
2018-05-09,24,13860,12057
2018-05-10,1,13537,11418
2018-05-10,2,13645,11134
2018-05-10,3,13590,11092
2018-05-10,4,13578,11074
2018-05-10,5,13540,11506
2018-05-10,6,14781,12761
2018-05-10,7,16190,14131
2018-05-10,8,16726,14687
2018-05-10,9,16931,14800
2018-05-10,10,17258,15142
2018-05-10,11,17419,15227
2018-05-10,12,17106,15016
2018-05-10,13,16993,14949
2018-05-10,14,16799,14832
2018-05-10,15,16895,14905
2018-05-10,16,16747,14721
2018-05-10,17,16818,14801
2018-05-10,18,16600,14634
2018-05-10,19,16823,14834
2018-05-10,20,16891,14976
2018-05-10,21,16956,14995
2018-05-10,22,15915,13931
2018-05-10,23,14779,12814
2018-05-10,24,14162,12079
2018-05-11,1,13781,11635
2018-05-11,2,14038,11450
2018-05-11,3,13966,11378
2018-05-11,4,14121,11541
2018-05-11,5,14192,12131
2018-05-11,6,15090,13174
2018-05-11,7,16233,14292
2018-05-11,8,16084,14225
2018-05-11,9,16157,14169
2018-05-11,10,16290,14250
2018-05-11,11,16293,14245
2018-05-11,12,16150,14075
2018-05-11,13,16269,14218
2018-05-11,14,16651,14143
2018-05-11,15,16267,13918
2018-05-11,16,16275,14031
2018-05-11,17,16736,14633
2018-05-11,18,17069,14749
2018-05-11,19,17427,15037
2018-05-11,20,17521,15311
2018-05-11,21,17436,15126
2018-05-11,22,16671,14224
2018-05-11,23,15588,13093
2018-05-11,24,15038,12321
2018-05-12,1,14806,11891
2018-05-12,2,14499,11571
2018-05-12,3,14370,11350
2018-05-12,4,14267,11356
2018-05-12,5,14417,11509
2018-05-12,6,14476,11816
2018-05-12,7,14972,12428
2018-05-12,8,15808,13084
2018-05-12,9,16119,13347
2018-05-12,10,15843,13234
2018-05-12,11,15365,12957
2018-05-12,12,15373,12886
2018-05-12,13,15298,12766
2018-05-12,14,15148,12556
2018-05-12,15,15028,12352
2018-05-12,16,15263,12527
2018-05-12,17,15582,12882
2018-05-12,18,15962,13338
2018-05-12,19,16482,13774
2018-05-12,20,16684,13992
2018-05-12,21,16289,13984
2018-05-12,22,15752,13417
2018-05-12,23,14684,12598
2018-05-12,24,14719,11972
2018-05-13,1,14487,11487
2018-05-13,2,14059,11041
2018-05-13,3,13893,11029
2018-05-13,4,13972,11046
2018-05-13,5,14115,11181
2018-05-13,6,14112,11362
2018-05-13,7,14436,11692
2018-05-13,8,14956,12103
2018-05-13,9,14748,12170
2018-05-13,10,14849,12097
2018-05-13,11,14906,12104
2018-05-13,12,14827,12048
2018-05-13,13,14882,11920
2018-05-13,14,14900,11839
2018-05-13,15,14917,11956
2018-05-13,16,15076,12392
2018-05-13,17,15641,12875
2018-05-13,18,15783,13423
2018-05-13,19,16324,13872
2018-05-13,20,16692,14229
2018-05-13,21,16922,14473
2018-05-13,22,16023,13599
2018-05-13,23,15298,12712
2018-05-13,24,14698,12091
2018-05-14,1,14573,11618
2018-05-14,2,14494,11351
2018-05-14,3,14689,11205
2018-05-14,4,14234,11312
2018-05-14,5,14633,11914
2018-05-14,6,15732,13035
2018-05-14,7,16953,14353
2018-05-14,8,17308,14554
2018-05-14,9,17261,14621
2018-05-14,10,16856,14446
2018-05-14,11,17234,14556
2018-05-14,12,17513,14614
2018-05-14,13,17241,14672
2018-05-14,14,17156,14625
2018-05-14,15,17343,14716
2018-05-14,16,17530,15010
2018-05-14,17,17956,15409
2018-05-14,18,17980,15470
2018-05-14,19,18080,15638
2018-05-14,20,18453,15940
2018-05-14,21,18164,15809
2018-05-14,22,16796,14635
2018-05-14,23,16008,13469
2018-05-14,24,14722,12431
2018-05-15,1,14867,12090
2018-05-15,2,14539,11739
2018-05-15,3,14537,11716
2018-05-15,4,14594,11686
2018-05-15,5,15184,12221
2018-05-15,6,16268,13503
2018-05-15,7,17547,14916
2018-05-15,8,17509,15324
2018-05-15,9,17261,15261
2018-05-15,10,17561,15477
2018-05-15,11,17606,15639
2018-05-15,12,17344,15355
2018-05-15,13,16938,15152
2018-05-15,14,16511,14745
2018-05-15,15,16232,14589
2018-05-15,16,16062,14793
2018-05-15,17,16614,15249
2018-05-15,18,16852,15492
2018-05-15,19,16851,15534
2018-05-15,20,17007,15704
2018-05-15,21,17032,15482
2018-05-15,22,16194,14466
2018-05-15,23,15263,13381
2018-05-15,24,14464,12413
2018-05-16,1,14425,11854
2018-05-16,2,13965,11505
2018-05-16,3,14299,11477
2018-05-16,4,14450,11596
2018-05-16,5,15036,12166
2018-05-16,6,15455,13154
2018-05-16,7,16510,14374
2018-05-16,8,16714,14464
2018-05-16,9,16518,14174
2018-05-16,10,16186,13824
2018-05-16,11,16250,13879
2018-05-16,12,16449,13995
2018-05-16,13,16418,14137
2018-05-16,14,16677,14239
2018-05-16,15,16979,14429
2018-05-16,16,17133,14799
2018-05-16,17,17865,15405
2018-05-16,18,17611,15643
2018-05-16,19,17484,15848
2018-05-16,20,17796,16167
2018-05-16,21,17814,16038
2018-05-16,22,16783,14991
2018-05-16,23,15844,13633
2018-05-16,24,15181,12799
2018-05-17,1,14543,12126
2018-05-17,2,14241,11834
2018-05-17,3,14126,11659
2018-05-17,4,14177,11680
2018-05-17,5,14593,12061
2018-05-17,6,15450,13008
2018-05-17,7,16340,14243
2018-05-17,8,16491,14470
2018-05-17,9,16758,14482
2018-05-17,10,17058,14613
2018-05-17,11,17065,14587
2018-05-17,12,16723,14581
2018-05-17,13,17160,14816
2018-05-17,14,15818,14621
2018-05-17,15,16715,14679
2018-05-17,16,17015,15005
2018-05-17,17,17591,15366
2018-05-17,18,17905,15611
2018-05-17,19,17779,15742
2018-05-17,20,17830,15904
2018-05-17,21,17576,15575
2018-05-17,22,16738,14484
2018-05-17,23,15595,13138
2018-05-17,24,14651,12190
2018-05-18,1,14118,11616
2018-05-18,2,13940,11429
2018-05-18,3,13952,11271
2018-05-18,4,13896,11188
2018-05-18,5,14265,11528
2018-05-18,6,15073,12383
2018-05-18,7,16092,13552
2018-05-18,8,16239,13687
2018-05-18,9,15844,13464
2018-05-18,10,15546,13197
2018-05-18,11,15594,13119
2018-05-18,12,15686,13129
2018-05-18,13,15783,13154
2018-05-18,14,15423,13065
2018-05-18,15,15516,13007
2018-05-18,16,15682,13226
2018-05-18,17,16359,13948
2018-05-18,18,16861,14152
2018-05-18,19,17259,14594
2018-05-18,20,17586,14919
2018-05-18,21,17440,14737
2018-05-18,22,16570,13910
2018-05-18,23,15317,12624
2018-05-18,24,14347,11762
2018-05-19,1,14217,11220
2018-05-19,2,13969,10989
2018-05-19,3,13748,10813
2018-05-19,4,13950,10889
2018-05-19,5,14026,10996
2018-05-19,6,14454,11400
2018-05-19,7,14620,11835
2018-05-19,8,15213,12316
2018-05-19,9,16315,13408
2018-05-19,10,16584,13677
2018-05-19,11,16851,13935
2018-05-19,12,16889,13980
2018-05-19,13,16900,13985
2018-05-19,14,16696,13781
2018-05-19,15,16322,13586
2018-05-19,16,16330,13746
2018-05-19,17,16896,14206
2018-05-19,18,16895,14227
2018-05-19,19,16712,14028
2018-05-19,20,16786,14200
2018-05-19,21,16813,14121
2018-05-19,22,16173,13483
2018-05-19,23,15288,12572
2018-05-19,24,14513,11766
2018-05-20,1,14296,11378
2018-05-20,2,14060,11179
2018-05-20,3,13820,10942
2018-05-20,4,13746,10915
2018-05-20,5,13913,10984
2018-05-20,6,14048,11072
2018-05-20,7,14279,11364
2018-05-20,8,14849,11984
2018-05-20,9,15281,12283
2018-05-20,10,15446,12562
2018-05-20,11,15376,12576
2018-05-20,12,15419,12394
2018-05-20,13,15254,12165
2018-05-20,14,15099,11984
2018-05-20,15,15107,11952
2018-05-20,16,15427,12312
2018-05-20,17,15752,12774
2018-05-20,18,16108,13210
2018-05-20,19,16340,13516
2018-05-20,20,16273,13665
2018-05-20,21,16018,13648
2018-05-20,22,16145,13195
2018-05-20,23,15321,12529
2018-05-20,24,14563,11782
2018-05-21,1,14225,11350
2018-05-21,2,13836,10968
2018-05-21,3,13513,10839
2018-05-21,4,13634,10707
2018-05-21,5,13684,10656
2018-05-21,6,13669,10798
2018-05-21,7,14021,11204
2018-05-21,8,13963,11417
2018-05-21,9,13998,11488
2018-05-21,10,13956,11597
2018-05-21,11,13934,11584
2018-05-21,12,14151,11653
2018-05-21,13,14141,11655
2018-05-21,14,14165,11703
2018-05-21,15,14510,11994
2018-05-21,16,15325,12823
2018-05-21,17,16108,13561
2018-05-21,18,16293,13752
2018-05-21,19,16414,13897
2018-05-21,20,16735,14137
2018-05-21,21,16618,14052
2018-05-21,22,15364,13087
2018-05-21,23,14445,11974
2018-05-21,24,13718,11349
2018-05-22,1,13303,10959
2018-05-22,2,13584,11040
2018-05-22,3,13744,11087
2018-05-22,4,13792,11132
2018-05-22,5,14242,11661
2018-05-22,6,15568,12776
2018-05-22,7,16772,14148
2018-05-22,8,17074,14718
2018-05-22,9,17417,14975
2018-05-22,10,17442,15146
2018-05-22,11,17444,15119
2018-05-22,12,17593,15098
2018-05-22,13,17701,15191
2018-05-22,14,17664,15130
2018-05-22,15,17635,15105
2018-05-22,16,17824,15272
2018-05-22,17,17881,15537
2018-05-22,18,17964,15502
2018-05-22,19,17725,15446
2018-05-22,20,17882,15663
2018-05-22,21,17715,15387
2018-05-22,22,16805,14253
2018-05-22,23,15699,13141
2018-05-22,24,15030,12413
2018-05-23,1,15032,11931
2018-05-23,2,14608,11620
2018-05-23,3,14194,11484
2018-05-23,4,13890,11377
2018-05-23,5,14126,11779
2018-05-23,6,14938,12769
2018-05-23,7,16177,14012
2018-05-23,8,16372,14269
2018-05-23,9,16348,14232
2018-05-23,10,16414,14215
2018-05-23,11,16518,14315
2018-05-23,12,16451,14336
2018-05-23,13,16707,14463
2018-05-23,14,16757,14518
2018-05-23,15,16933,14721
2018-05-23,16,17282,15034
2018-05-23,17,17660,15433
2018-05-23,18,17789,15755
2018-05-23,19,18291,16055
2018-05-23,20,18514,16285
2018-05-23,21,18179,16001
2018-05-23,22,16833,14868
2018-05-23,23,15756,13606
2018-05-23,24,14736,12653
2018-05-24,1,14475,12040
2018-05-24,2,14079,11679
2018-05-24,3,13835,11471
2018-05-24,4,13862,11521
2018-05-24,5,14057,11896
2018-05-24,6,15025,12840
2018-05-24,7,16252,14052
2018-05-24,8,16568,14491
2018-05-24,9,16591,14597
2018-05-24,10,16613,14719
2018-05-24,11,16885,14880
2018-05-24,12,17072,15112
2018-05-24,13,17384,15379
2018-05-24,14,17512,15511
2018-05-24,15,17908,15840
2018-05-24,16,18219,16225
2018-05-24,17,18559,16651
2018-05-24,18,18827,16820
2018-05-24,19,19368,17045
2018-05-24,20,19470,17171
2018-05-24,21,18701,16721
2018-05-24,22,17667,15641
2018-05-24,23,16559,14239
2018-05-24,24,15424,13003
2018-05-25,1,15114,12477
2018-05-25,2,14599,11957
2018-05-25,3,14244,11627
2018-05-25,4,14035,11670
2018-05-25,5,14698,12105
2018-05-25,6,15973,13364
2018-05-25,7,17113,14754
2018-05-25,8,17877,15500
2018-05-25,9,18295,15888
2018-05-25,10,18497,15897
2018-05-25,11,18924,16144
2018-05-25,12,18827,16171
2018-05-25,13,18903,16539
2018-05-25,14,18772,16561
2018-05-25,15,19034,16796
2018-05-25,16,19402,17210
2018-05-25,17,20122,17828
2018-05-25,18,20022,17813
2018-05-25,19,19902,17897
2018-05-25,20,20168,17985
2018-05-25,21,19905,17621
2018-05-25,22,18687,16369
2018-05-25,23,16981,14714
2018-05-25,24,15957,13537
2018-05-26,1,15512,12955
2018-05-26,2,14835,12342
2018-05-26,3,14642,12077
2018-05-26,4,14442,11892
2018-05-26,5,14376,11920
2018-05-26,6,14376,12066
2018-05-26,7,15197,12964
2018-05-26,8,16309,14047
2018-05-26,9,17213,14918
2018-05-26,10,17650,15255
2018-05-26,11,17850,15734
2018-05-26,12,18837,16222
2018-05-26,13,18686,16166
2018-05-26,14,18250,16051
2018-05-26,15,18455,16267
2018-05-26,16,18956,16672
2018-05-26,17,19212,16942
2018-05-26,18,19154,16734
2018-05-26,19,18674,16436
2018-05-26,20,18361,16323
2018-05-26,21,18019,16015
2018-05-26,22,17319,15129
2018-05-26,23,15966,13919
2018-05-26,24,15580,12878
2018-05-27,1,14900,12241
2018-05-27,2,14764,11809
2018-05-27,3,14513,11572
2018-05-27,4,14367,11447
2018-05-27,5,14266,11388
2018-05-27,6,13791,11264
2018-05-27,7,14031,11835
2018-05-27,8,14758,12770
2018-05-27,9,15794,13599
2018-05-27,10,16789,14324
2018-05-27,11,17256,14879
2018-05-27,12,17481,15058
2018-05-27,13,17756,15458
2018-05-27,14,18034,15650
2018-05-27,15,19020,16305
2018-05-27,16,19340,16860
2018-05-27,17,19462,17319
2018-05-27,18,19636,17788
2018-05-27,19,19417,17692
2018-05-27,20,19262,17614
2018-05-27,21,18743,17179
2018-05-27,22,17567,16197
2018-05-27,23,17186,14907
2018-05-27,24,15763,13705
2018-05-28,1,15539,13168
2018-05-28,2,15138,12724
2018-05-28,3,14657,12653
2018-05-28,4,14477,12465
2018-05-28,5,14746,12815
2018-05-28,6,15252,13651
2018-05-28,7,16732,15379
2018-05-28,8,17709,16427
2018-05-28,9,18884,17082
2018-05-28,10,19253,17536
2018-05-28,11,19639,17919
2018-05-28,12,19975,18242
2018-05-28,13,20280,18609
2018-05-28,14,20609,19003
2018-05-28,15,20994,19341
2018-05-28,16,21496,19838
2018-05-28,17,21891,20300
2018-05-28,18,21947,20473
2018-05-28,19,21746,20311
2018-05-28,20,21704,20154
2018-05-28,21,21014,19555
2018-05-28,22,19784,18392
2018-05-28,23,18346,16786
2018-05-28,24,17455,15507
2018-05-29,1,16588,14515
2018-05-29,2,15734,13597
2018-05-29,3,15429,13290
2018-05-29,4,15538,13241
2018-05-29,5,15875,13483
2018-05-29,6,16658,14407
2018-05-29,7,17865,16032
2018-05-29,8,18624,16885
2018-05-29,9,19361,17487
2018-05-29,10,19557,17752
2018-05-29,11,19750,17844
2018-05-29,12,19693,18036
2018-05-29,13,19765,18268
2018-05-29,14,19978,18529
2018-05-29,15,20599,18936
2018-05-29,16,20994,19632
2018-05-29,17,20868,19997
2018-05-29,18,20800,20072
2018-05-29,19,20734,19958
2018-05-29,20,20536,19290
2018-05-29,21,19908,18408
2018-05-29,22,18755,17154
2018-05-29,23,17136,15192
2018-05-29,24,15826,13831
2018-05-30,1,15221,13171
2018-05-30,2,14731,12637
2018-05-30,3,14849,12416
2018-05-30,4,14747,12378
2018-05-30,5,15056,12732
2018-05-30,6,16145,13801
2018-05-30,7,17441,15210
2018-05-30,8,17637,15876
2018-05-30,9,17942,16353
2018-05-30,10,18350,16875
2018-05-30,11,18770,17301
2018-05-30,12,19192,17702
2018-05-30,13,19783,18148
2018-05-30,14,19950,18302
2018-05-30,15,21122,19480
2018-05-30,16,21012,19738
2018-05-30,17,21612,20027
2018-05-30,18,21542,19932
2018-05-30,19,21409,19766
2018-05-30,20,21241,19649
2018-05-30,21,20792,19218
2018-05-30,22,19709,18168
2018-05-30,23,18399,16432
2018-05-30,24,17296,15109
2018-05-31,1,16039,14079
2018-05-31,2,15674,13675
2018-05-31,3,15462,13465
2018-05-31,4,15422,13454
2018-05-31,5,15763,13797
2018-05-31,6,16780,14829
2018-05-31,7,18377,16403
2018-05-31,8,18747,17183
2018-05-31,9,18820,17341
2018-05-31,10,19120,17587
2018-05-31,11,19779,18174
2018-05-31,12,20503,18876
2018-05-31,13,21135,19423
2018-05-31,14,21329,19799
2018-05-31,15,21461,19884
2018-05-31,16,21738,20156
2018-05-31,17,21816,20314
2018-05-31,18,21715,20275
2018-05-31,19,21433,20109
2018-05-31,20,21227,19881
2018-05-31,21,20905,19370
2018-05-31,22,19620,18228
2018-05-31,23,18337,16594
2018-05-31,24,17044,15255
2018-06-01,1,16147,14291
2018-06-01,2,15703,13893
2018-06-01,3,15565,13633
2018-06-01,4,15532,13656
2018-06-01,5,15514,13721
2018-06-01,6,16628,14720
2018-06-01,7,18006,16309
2018-06-01,8,18920,17154
2018-06-01,9,19528,17903
2018-06-01,10,20005,18428
2018-06-01,11,20184,18808
2018-06-01,12,20398,19073
2018-06-01,13,20729,19352
2018-06-01,14,20840,19391
2018-06-01,15,20911,19519
2018-06-01,16,21157,19837
2018-06-01,17,21234,19973
2018-06-01,18,20546,19527
2018-06-01,19,20421,19135
2018-06-01,20,19791,18436
2018-06-01,21,18911,17735
2018-06-01,22,18030,16489
2018-06-01,23,17527,15071
2018-06-01,24,16298,13737
2018-06-02,1,15658,13003
2018-06-02,2,14665,12411
2018-06-02,3,14055,12021
2018-06-02,4,14006,11775
2018-06-02,5,14159,11781
2018-06-02,6,14477,12022
2018-06-02,7,14908,12610
2018-06-02,8,15596,13249
2018-06-02,9,15801,13554
2018-06-02,10,16171,13761
2018-06-02,11,16197,13873
2018-06-02,12,16453,13940
2018-06-02,13,16476,13930
2018-06-02,14,16280,13906
2018-06-02,15,16731,14067
2018-06-02,16,17110,14515
2018-06-02,17,17941,15159
2018-06-02,18,18115,15517
2018-06-02,19,18327,15761
2018-06-02,20,18102,15492
2018-06-02,21,17789,15159
2018-06-02,22,16978,14536
2018-06-02,23,15991,13683
2018-06-02,24,15059,12651
2018-06-03,1,14738,12034
2018-06-03,2,14379,11521
2018-06-03,3,14177,11296
2018-06-03,4,13948,11147
2018-06-03,5,13872,11063
2018-06-03,6,13455,11140
2018-06-03,7,13980,11597
2018-06-03,8,14392,12136
2018-06-03,9,15256,12718
2018-06-03,10,15950,13531
2018-06-03,11,16690,14026
2018-06-03,12,16826,14310
2018-06-03,13,17170,14583
2018-06-03,14,16687,14645
2018-06-03,15,16916,14862
2018-06-03,16,17162,15251
2018-06-03,17,17401,15718
2018-06-03,18,17083,15547
2018-06-03,19,17205,15483
2018-06-03,20,17343,15541
2018-06-03,21,17273,15316
2018-06-03,22,16377,14252
2018-06-03,23,15649,13152
2018-06-03,24,15127,12460
2018-06-04,1,14776,12099
2018-06-04,2,14311,11703
2018-06-04,3,14267,11587
2018-06-04,4,14299,11590
2018-06-04,5,14573,11939
2018-06-04,6,15558,12944
2018-06-04,7,17024,14317
2018-06-04,8,17505,14864
2018-06-04,9,17791,15037
2018-06-04,10,17790,15134
2018-06-04,11,17943,15200
2018-06-04,12,17683,14968
2018-06-04,13,17810,15053
2018-06-04,14,16981,14729
2018-06-04,15,16538,14697
2018-06-04,16,16721,14813
2018-06-04,17,17057,15022
2018-06-04,18,17305,15300
2018-06-04,19,17610,15569
2018-06-04,20,17502,15455
2018-06-04,21,17792,15711
2018-06-04,22,17258,14705
2018-06-04,23,15997,13367
2018-06-04,24,14724,12410
2018-06-05,1,14204,11796
2018-06-05,2,13912,11506
2018-06-05,3,13815,11395
2018-06-05,4,13930,11556
2018-06-05,5,14261,11852
2018-06-05,6,15179,12839
2018-06-05,7,16440,14057
2018-06-05,8,16531,14441
2018-06-05,9,16765,14475
2018-06-05,10,16957,14762
2018-06-05,11,17154,14660
2018-06-05,12,17105,14665
2018-06-05,13,17275,14770
2018-06-05,14,16875,14634
2018-06-05,15,16768,14575
2018-06-05,16,17238,14841
2018-06-05,17,17404,14975
2018-06-05,18,17213,14923
2018-06-05,19,17290,15062
2018-06-05,20,17432,15254
