\\Hourly Demand Report,,,
\\Created at 2018-06-27 07:30:08,,,
\\For 2018,,,
Date,Hour,Market Demand,Ontario Demand
2018-03-20,13,17648,15226
2018-03-20,14,17608,15043
2018-03-20,15,17508,14965
2018-03-20,16,17688,15207
2018-03-20,17,18116,15665
2018-03-20,18,18684,16361
2018-03-20,19,19605,17372
2018-03-20,20,20424,18052
2018-03-20,21,19670,17340
2018-03-20,22,18558,16315
2018-03-20,23,17411,15139
2018-03-20,24,16674,14375
2018-03-21,1,16233,13938
2018-03-21,2,16231,13857
2018-03-21,3,16193,13679
2018-03-21,4,16378,13906
2018-03-21,5,16752,14529
2018-03-21,6,18179,15985
2018-03-21,7,19721,17395
2018-03-21,8,19730,17394
2018-03-21,9,19067,16771
2018-03-21,10,18461,16158
2018-03-21,11,18076,15744
2018-03-21,12,17459,15325
2018-03-21,13,17451,15122
2018-03-21,14,17370,14960
2018-03-21,15,17549,15126
2018-03-21,16,17925,15495
2018-03-21,17,18195,16011
2018-03-21,18,18477,16495
2018-03-21,19,19279,17438
2018-03-21,20,19567,17841
2018-03-21,21,19007,17220
2018-03-21,22,17644,16156
2018-03-21,23,16736,14979
2018-03-21,24,16188,14285
2018-03-22,1,15909,13772
2018-03-22,2,15776,13611
2018-03-22,3,15971,13704
2018-03-22,4,16099,13948
2018-03-22,5,16874,14676
2018-03-22,6,18035,15948
2018-03-22,7,19335,17337
2018-03-22,8,19067,17188
2018-03-22,9,18772,16558
2018-03-22,10,17892,15753
2018-03-22,11,17609,15367
2018-03-22,12,17312,15121
2018-03-22,13,17487,15033
2018-03-22,14,16891,14655
2018-03-22,15,16713,14543
2018-03-22,16,16863,14875
2018-03-22,17,17561,15511
2018-03-22,18,18332,16382
2018-03-22,19,19373,17368
2018-03-22,20,19497,17903
2018-03-22,21,18986,17409
2018-03-22,22,17936,16385
2018-03-22,23,16611,15079
2018-03-22,24,16055,14301
2018-03-23,1,15865,14063
2018-03-23,2,15330,13645
2018-03-23,3,15313,13615
2018-03-23,4,15837,13924
2018-03-23,5,16286,14445
2018-03-23,6,17613,15726
2018-03-23,7,19048,17119
2018-03-23,8,19202,17195
2018-03-23,9,18780,16554
2018-03-23,10,18212,15983
2018-03-23,11,17768,15575
2018-03-23,12,17370,15270
2018-03-23,13,17459,15172
2018-03-23,14,17196,14840
2018-03-23,15,16732,14674
2018-03-23,16,16909,14866
2018-03-23,17,17177,15172
2018-03-23,18,17525,15722
2018-03-23,19,18486,16587
2018-03-23,20,18923,17240
2018-03-23,21,18896,16788
2018-03-23,22,17781,15924
2018-03-23,23,17081,14912
2018-03-23,24,16670,14140
2018-03-24,1,16312,13719
2018-03-24,2,16171,13560
2018-03-24,3,16095,13529
2018-03-24,4,15952,13543
2018-03-24,5,16370,13809
2018-03-24,6,16875,14408
2018-03-24,7,17245,14976
2018-03-24,8,17769,15300
2018-03-24,9,17606,15175
2018-03-24,10,17388,14984
2018-03-24,11,17392,14825
2018-03-24,12,16888,14518
2018-03-24,13,16309,14096
2018-03-24,14,16100,13716
2018-03-24,15,16029,13708
2018-03-24,16,16425,13770
2018-03-24,17,16812,14409
2018-03-24,18,17428,15081
2018-03-24,19,18065,15747
2018-03-24,20,18551,16131
2018-03-24,21,18211,15809
2018-03-24,22,17674,15272
2018-03-24,23,17097,14484
2018-03-24,24,16530,13826
2018-03-25,1,16264,13518
2018-03-25,2,16153,13389
2018-03-25,3,16139,13367
2018-03-25,4,16104,13335
2018-03-25,5,16329,13583
2018-03-25,6,16628,14057
2018-03-25,7,17134,14516
2018-03-25,8,17407,14911
2018-03-25,9,16890,14701
2018-03-25,10,16263,14140
2018-03-25,11,16343,13881
2018-03-25,12,16006,13571
2018-03-25,13,15947,13478
2018-03-25,14,15793,13279
2018-03-25,15,15806,13354
2018-03-25,16,16221,13748
2018-03-25,17,17030,14602
2018-03-25,18,17808,15282
2018-03-25,19,18520,16091
2018-03-25,20,18741,16355
2018-03-25,21,18307,15909
2018-03-25,22,17379,15014
2018-03-25,23,16572,14066
2018-03-25,24,16082,13412
2018-03-26,1,15791,13040
2018-03-26,2,15693,12935
2018-03-26,3,15715,12945
2018-03-26,4,15834,13096
2018-03-26,5,16499,13828
2018-03-26,6,17955,15322
2018-03-26,7,19246,16646
2018-03-26,8,19049,16409
2018-03-26,9,18305,15663
2018-03-26,10,17657,14947
2018-03-26,11,17362,14667
2018-03-26,12,17116,14420
2018-03-26,13,16870,14225
2018-03-26,14,16819,14141
2018-03-26,15,16844,14212
2018-03-26,16,17164,14548
2018-03-26,17,17770,15161
2018-03-26,18,18247,15699
2018-03-26,19,18891,16480
2018-03-26,20,19003,16775
2018-03-26,21,18896,16269
2018-03-26,22,17628,15189
2018-03-26,23,16507,13992
2018-03-26,24,15925,13408
2018-03-27,1,15500,12963
2018-03-27,2,15331,12827
2018-03-27,3,15400,12697
2018-03-27,4,15316,12749
2018-03-27,5,15913,13323
2018-03-27,6,17342,14738
2018-03-27,7,18312,16082
2018-03-27,8,18387,16285
2018-03-27,9,17907,16166
2018-03-27,10,18222,16342
2018-03-27,11,18561,16661
2018-03-27,12,18410,16730
2018-03-27,13,18557,16746
2018-03-27,14,18411,16659
2018-03-27,15,18551,16676
2018-03-27,16,19083,17135
2018-03-27,17,19372,17370
2018-03-27,18,19493,17331
2018-03-27,19,19447,17482
2018-03-27,20,19092,17249
2018-03-27,21,18148,16525
2018-03-27,22,17426,15471
2018-03-27,23,16729,14386
2018-03-27,24,15790,13513
2018-03-28,1,15545,13102
2018-03-28,2,15362,12953
2018-03-28,3,15224,12806
2018-03-28,4,15179,12743
2018-03-28,5,15908,13590
2018-03-28,6,17591,15239
2018-03-28,7,18505,16456
2018-03-28,8,18393,16578
2018-03-28,9,18290,16506
2018-03-28,10,18016,16255
2018-03-28,11,17826,16060
2018-03-28,12,17864,15995
2018-03-28,13,17804,15958
2018-03-28,14,17012,15720
2018-03-28,15,17093,15668
2018-03-28,16,17570,15901
2018-03-28,17,17692,16045
2018-03-28,18,17708,16047
2018-03-28,19,18298,16669
2018-03-28,20,18663,17020
2018-03-28,21,18106,16524
2018-03-28,22,17081,15418
2018-03-28,23,16207,14321
2018-03-28,24,15224,13606
2018-03-29,1,15195,13365
2018-03-29,2,14870,13063
2018-03-29,3,15165,13047
2018-03-29,4,15043,13006
2018-03-29,5,15702,13634
2018-03-29,6,16899,14835
2018-03-29,7,18002,16237
2018-03-29,8,18316,16580
2018-03-29,9,18237,16438
2018-03-29,10,18180,16445
2018-03-29,11,18525,16659
2018-03-29,12,18071,16479
2018-03-29,13,17407,16040
2018-03-29,14,17209,15874
2018-03-29,15,17413,15953
2018-03-29,16,18002,16214
2018-03-29,17,18035,16266
2018-03-29,18,17690,16254
2018-03-29,19,17868,16630
2018-03-29,20,18115,16542
2018-03-29,21,17803,16033
2018-03-29,22,17271,15368
2018-03-29,23,16210,14109
2018-03-29,24,15483,13352
2018-03-30,1,14622,12569
2018-03-30,2,14322,12227
2018-03-30,3,14364,12165
2018-03-30,4,14316,12158
2018-03-30,5,14606,12470
2018-03-30,6,15343,13173
2018-03-30,7,15615,13482
2018-03-30,8,15899,13781
2018-03-30,9,15949,13869
2018-03-30,10,16058,13953
2018-03-30,11,15909,13858
2018-03-30,12,15778,13749
2018-03-30,13,15612,13625
2018-03-30,14,15195,13233
2018-03-30,15,15490,13284
2018-03-30,16,15681,13610
2018-03-30,17,15751,14108
2018-03-30,18,15899,14396
2018-03-30,19,16543,15040
2018-03-30,20,16899,15495
2018-03-30,21,16579,15268
2018-03-30,22,15997,14604
2018-03-30,23,16120,13834
2018-03-30,24,15630,13101
2018-03-31,1,15281,12657
2018-03-31,2,14995,12400
2018-03-31,3,14891,12272
2018-03-31,4,14920,12371
2018-03-31,5,15269,12691
2018-03-31,6,15851,13240
2018-03-31,7,16279,13674
2018-03-31,8,16711,14020
2018-03-31,9,16593,13961
2018-03-31,10,16004,13255
2018-03-31,11,15863,13105
2018-03-31,12,15686,13077
2018-03-31,13,15632,13075
2018-03-31,14,15800,13381
2018-03-31,15,16535,13976
2018-03-31,16,17144,14584
2018-03-31,17,17576,15041
2018-03-31,18,17395,15217
2018-03-31,19,17460,15364
2018-03-31,20,17325,15177
2018-03-31,21,16761,14692
2018-03-31,22,16051,13969
2018-03-31,23,15470,13192
2018-03-31,24,14667,12592
2018-04-01,1,14432,12359
2018-04-01,2,14273,12234
2018-04-01,3,14277,12189
2018-04-01,4,14760,12364
2018-04-01,5,15170,12770
2018-04-01,6,15625,13140
2018-04-01,7,15659,13612
2018-04-01,8,16048,13857
2018-04-01,9,15742,13533
2018-04-01,10,15613,13513
2018-04-01,11,16036,13802
2018-04-01,12,15848,13776
2018-04-01,13,15758,13631
2018-04-01,14,15580,13464
2018-04-01,15,15512,13478
2018-04-01,16,15699,13771
2018-04-01,17,16036,14108
2018-04-01,18,16341,14477
2018-04-01,19,16827,15136
2018-04-01,20,17482,15938
2018-04-01,21,16711,15428
2018-04-01,22,16639,14933
2018-04-01,23,16261,14206
2018-04-01,24,15831,13642
2018-04-02,1,15232,13183
2018-04-02,2,15337,13035
2018-04-02,3,15558,13147
2018-04-02,4,15107,13271
2018-04-02,5,15719,13821
2018-04-02,6,17017,14891
2018-04-02,7,17475,15691
2018-04-02,8,17704,15902
2018-04-02,9,16907,15204
2018-04-02,10,16650,14848
2018-04-02,11,16307,14857
2018-04-02,12,16521,14948
2018-04-02,13,16362,14724
2018-04-02,14,16045,14481
2018-04-02,15,16053,14520
2018-04-02,16,15881,14665
2018-04-02,17,16433,15248
2018-04-02,18,16956,15829
2018-04-02,19,17907,16607
2018-04-02,20,18902,17435
2018-04-02,21,18082,16731
2018-04-02,22,17016,15642
2018-04-02,23,15930,14594
2018-04-02,24,15549,13880
2018-04-03,1,15390,13612
2018-04-03,2,15239,13246
2018-04-03,3,15324,13216
2018-04-03,4,15570,13406
2018-04-03,5,16044,13891
2018-04-03,6,17519,15200
2018-04-03,7,18695,16420
2018-04-03,8,19004,16727
2018-04-03,9,18728,16584
2018-04-03,10,18312,16428
2018-04-03,11,17892,16050
2018-04-03,12,17838,15795
2018-04-03,13,18120,15926
2018-04-03,14,18791,16252
2018-04-03,15,18378,16388
2018-04-03,16,18639,16678
2018-04-03,17,18979,17040
2018-04-03,18,19149,17107
2018-04-03,19,19800,17592
2018-04-03,20,19738,17835
2018-04-03,21,18760,17043
2018-04-03,22,17665,15957
2018-04-03,23,17093,14965
2018-04-03,24,16445,14182
2018-04-04,1,15972,13808
2018-04-04,2,15873,13578
2018-04-04,3,15841,13422
2018-04-04,4,15590,13213
2018-04-04,5,16076,13894
2018-04-04,6,17201,14954
2018-04-04,7,18467,16413
2018-04-04,8,18820,16611
2018-04-04,9,19237,16784
2018-04-04,10,18758,16725
2018-04-04,11,18811,16594
2018-04-04,12,18494,16050
2018-04-04,13,18070,15847
2018-04-04,14,17860,15718
2018-04-04,15,18276,16185
2018-04-04,16,18219,16430
2018-04-04,17,18625,16484
2018-04-04,18,18882,16718
2018-04-04,19,19460,17290
2018-04-04,20,19996,18011
2018-04-04,21,19533,17322
2018-04-04,22,18468,16267
2018-04-04,23,17433,15238
2018-04-04,24,16925,14478
2018-04-05,1,16255,13968
2018-04-05,2,16178,13996
2018-04-05,3,16183,14001
2018-04-05,4,16416,14179
2018-04-05,5,16862,14798
2018-04-05,6,18352,16164
2018-04-05,7,19023,17373
2018-04-05,8,18496,16875
2018-04-05,9,18021,16212
2018-04-05,10,17628,15834
2018-04-05,11,17403,15608
2018-04-05,12,17319,15579
2018-04-05,13,17077,15477
2018-04-05,14,16985,15305
2018-04-05,15,16614,15309
2018-04-05,16,17184,15623
2018-04-05,17,17492,16051
2018-04-05,18,17662,16394
2018-04-05,19,18262,16994
2018-04-05,20,19224,17852
2018-04-05,21,18371,17226
2018-04-05,22,17383,16160
2018-04-05,23,16658,15075
2018-04-05,24,15957,14255
2018-04-06,1,15634,13811
2018-04-06,2,15503,13561
2018-04-06,3,15480,13449
2018-04-06,4,15640,13554
2018-04-06,5,15846,14130
2018-04-06,6,17254,15449
2018-04-06,7,18265,16695
2018-04-06,8,18638,16962
2018-04-06,9,18854,16961
2018-04-06,10,18594,16777
2018-04-06,11,18370,16543
2018-04-06,12,18295,16345
2018-04-06,13,18332,16345
2018-04-06,14,18153,16088
2018-04-06,15,18400,16109
2018-04-06,16,18377,16159
2018-04-06,17,18273,16233
2018-04-06,18,17890,16288
2018-04-06,19,18381,16679
2018-04-06,20,19010,17278
2018-04-06,21,18479,16649
2018-04-06,22,17769,15897
2018-04-06,23,17027,14821
2018-04-06,24,16519,14034
2018-04-07,1,16189,13739
2018-04-07,2,15885,13385
2018-04-07,3,15837,13310
2018-04-07,4,15975,13422
2018-04-07,5,16102,13840
2018-04-07,6,16459,14371
2018-04-07,7,16564,14834
2018-04-07,8,16758,15202
2018-04-07,9,16841,15099
2018-04-07,10,16940,15078
2018-04-07,11,17370,15040
2018-04-07,12,17056,14905
2018-04-07,13,16631,14699
2018-04-07,14,16051,14250
2018-04-07,15,16005,14384
2018-04-07,16,16403,14884
2018-04-07,17,16553,15401
2018-04-07,18,16939,15694
2018-04-07,19,17432,16008
2018-04-07,20,17997,16512
2018-04-07,21,17633,16050
2018-04-07,22,16944,15298
2018-04-07,23,16604,14476
2018-04-07,24,15729,13696
2018-04-08,1,15301,13372
2018-04-08,2,15391,13244
2018-04-08,3,15487,13139
2018-04-08,4,15306,13099
2018-04-08,5,14918,13152
2018-04-08,6,15393,13565
2018-04-08,7,15771,14001
2018-04-08,8,16023,14236
2018-04-08,9,15920,14112
2018-04-08,10,15911,14227
2018-04-08,11,16049,14493
2018-04-08,12,15914,14476
2018-04-08,13,15976,14356
2018-04-08,14,15439,13977
2018-04-08,15,15682,13997
2018-04-08,16,16016,14407
2018-04-08,17,16431,14866
2018-04-08,18,17006,15298
2018-04-08,19,17527,15955
2018-04-08,20,18084,16629
2018-04-08,21,17736,16321
2018-04-08,22,17067,15547
2018-04-08,23,16421,14689
2018-04-08,24,16111,14114
2018-04-09,1,15957,13818
2018-04-09,2,15739,13690
2018-04-09,3,15511,13704
2018-04-09,4,15829,13944
2018-04-09,5,16077,14621
2018-04-09,6,16910,15674
2018-04-09,7,18178,16960
2018-04-09,8,18104,16753
2018-04-09,9,17655,16197
2018-04-09,10,17627,15796
2018-04-09,11,17405,15613
2018-04-09,12,17053,15422
2018-04-09,13,16879,15390
2018-04-09,14,16807,15397
2018-04-09,15,16752,15373
2018-04-09,16,17253,15783
2018-04-09,17,17782,16213
2018-04-09,18,17997,16450
2018-04-09,19,18433,17007
2018-04-09,20,18656,17570
2018-04-09,21,17971,17011
2018-04-09,22,17361,16073
2018-04-09,23,16292,14877
2018-04-09,24,15982,14178
2018-04-10,1,15218,13759
2018-04-10,2,15086,13547
2018-04-10,3,15071,13553
2018-04-10,4,15076,13596
2018-04-10,5,15767,14316
2018-04-10,6,16840,15570
2018-04-10,7,17772,16750
2018-04-10,8,17711,16647
2018-04-10,9,17251,16087
2018-04-10,10,17470,15673
2018-04-10,11,17277,15548
2018-04-10,12,17396,15782
2018-04-10,13,17128,15652
2018-04-10,14,16688,15460
2018-04-10,15,16640,15319
2018-04-10,16,16824,15586
2018-04-10,17,17436,16044
2018-04-10,18,17333,16119
2018-04-10,19,18067,16599
2018-04-10,20,18860,17162
2018-04-10,21,17766,16488
2018-04-10,22,17129,15432
2018-04-10,23,16279,14308
2018-04-10,24,15593,13638
2018-04-11,1,15499,13347
2018-04-11,2,15314,13150
2018-04-11,3,15321,13155
2018-04-11,4,15403,13217
2018-04-11,5,15792,13758
2018-04-11,6,16984,14983
2018-04-11,7,17736,16145
2018-04-11,8,17918,16104
2018-04-11,9,17562,15653
2018-04-11,10,17227,15280
2018-04-11,11,17762,15717
2018-04-11,12,17981,15793
2018-04-11,13,17904,15824
2018-04-11,14,17348,15751
2018-04-11,15,18141,16367
2018-04-11,16,18541,16889
2018-04-11,17,18357,17073
2018-04-11,18,17780,16701
2018-04-11,19,17877,16869
2018-04-11,20,18747,17358
2018-04-11,21,17964,16703
2018-04-11,22,16835,15647
2018-04-11,23,16251,14530
2018-04-11,24,15421,13782
2018-04-12,1,15058,13413
2018-04-12,2,14928,13145
2018-04-12,3,14680,13094
2018-04-12,4,15052,13237
2018-04-12,5,15797,13823
2018-04-12,6,16860,15050
2018-04-12,7,17447,16034
2018-04-12,8,18228,16434
2018-04-12,9,18424,16297
2018-04-12,10,18083,16289
2018-04-12,11,18565,16415
2018-04-12,12,17757,16213
2018-04-12,13,17468,16097
2018-04-12,14,17336,15938
2018-04-12,15,17447,15858
2018-04-12,16,17476,15789
2018-04-12,17,17234,15991
2018-04-12,18,17238,15905
2018-04-12,19,17585,16210
2018-04-12,20,18085,16714
2018-04-12,21,17306,16067
2018-04-12,22,16467,15062
2018-04-12,23,15685,14046
2018-04-12,24,15478,13621
2018-04-13,1,14764,13295
2018-04-13,2,14380,13054
2018-04-13,3,14031,12991
2018-04-13,4,14261,13113
2018-04-13,5,14588,13763
2018-04-13,6,15717,15011
2018-04-13,7,16984,16247
2018-04-13,8,17230,16477
2018-04-13,9,17249,16371
2018-04-13,10,16667,15904
2018-04-13,11,16624,15875
2018-04-13,12,16487,15637
2018-04-13,13,16343,15488
2018-04-13,14,16678,15641
2018-04-13,15,17074,15944
2018-04-13,16,17275,16316
2018-04-13,17,17166,16290
2018-04-13,18,16960,16228
2018-04-13,19,17257,16630
2018-04-13,20,17435,16817
2018-04-13,21,17125,16209
2018-04-13,22,15890,15061
2018-04-13,23,15432,14177
2018-04-13,24,15481,13560
2018-04-14,1,15511,13122
2018-04-14,2,15197,12644
2018-04-14,3,14724,12318
2018-04-14,4,14734,12224
2018-04-14,5,15126,12571
2018-04-14,6,15662,13111
2018-04-14,7,16315,13891
2018-04-14,8,17341,14726
2018-04-14,9,18290,15578
2018-04-14,10,18870,16233
2018-04-14,11,18826,16590
2018-04-14,12,18927,16784
2018-04-14,13,18534,16572
2018-04-14,14,18249,16392
2018-04-14,15,17985,16333
2018-04-14,16,18508,16755
2018-04-14,17,18751,16919
2018-04-14,18,18573,16820
2018-04-14,19,18001,16501
2018-04-14,20,18363,16718
2018-04-14,21,18060,16246
2018-04-14,22,17537,15464
2018-04-14,23,17040,14621
2018-04-14,24,16278,13949
2018-04-15,1,15851,13333
2018-04-15,2,15687,13224
2018-04-15,3,15624,13085
2018-04-15,4,15303,12941
2018-04-15,5,15757,13206
2018-04-15,6,16107,13595
2018-04-15,7,15884,13936
2018-04-15,8,16291,14621
2018-04-15,9,16617,15267
2018-04-15,10,16701,15538
2018-04-15,11,17219,16008
2018-04-15,12,17864,16544
2018-04-15,13,18149,16570
2018-04-15,14,18334,16368
2018-04-15,15,18184,16429
2018-04-15,16,18473,16833
2018-04-15,17,18991,17279
2018-04-15,18,18512,17209
2018-04-15,19,18117,17051
2018-04-15,20,17720,17150
2018-04-15,21,17039,16424
2018-04-15,22,16742,15686
2018-04-15,23,17125,15035
2018-04-15,24,16506,14401
2018-04-16,1,16113,14032
2018-04-16,2,15948,13732
2018-04-16,3,15767,13700
2018-04-16,4,15898,13897
2018-04-16,5,16204,14354
2018-04-16,6,16165,15362
2018-04-16,7,16995,16112
2018-04-16,8,17458,16515
2018-04-16,9,18282,17078
2018-04-16,10,19160,17289
2018-04-16,11,19115,17113
2018-04-16,12,18889,16920
2018-04-16,13,18676,16802
2018-04-16,14,18178,16574
2018-04-16,15,18408,16601
2018-04-16,16,18336,16666
2018-04-16,17,18554,17002
2018-04-16,18,18733,16951
2018-04-16,19,19194,17166
2018-04-16,20,19388,17540
2018-04-16,21,18661,16882
2018-04-16,22,17338,15800
2018-04-16,23,16676,14674
2018-04-16,24,15818,13886
2018-04-17,1,16193,13718
2018-04-17,2,15963,13406
2018-04-17,3,15782,13314
2018-04-17,4,15877,13411
2018-04-17,5,16474,13966
2018-04-17,6,17512,15136
2018-04-17,7,18613,16400
2018-04-17,8,18960,16701
2018-04-17,9,18565,16530
2018-04-17,10,18274,16337
2018-04-17,11,18458,16284
2018-04-17,12,18269,16066
2018-04-17,13,17801,15910
2018-04-17,14,17788,15694
2018-04-17,15,17832,15659
2018-04-17,16,18296,16121
2018-04-17,17,18808,16543
2018-04-17,18,19060,16839
2018-04-17,19,19271,17076
2018-04-17,20,19707,17589
2018-04-17,21,18721,16952
2018-04-17,22,17205,15855
2018-04-17,23,16070,14721
2018-04-17,24,15675,14141
2018-04-18,1,16074,13866
2018-04-18,2,15687,13371
2018-04-18,3,15426,13438
2018-04-18,4,15613,13522
2018-04-18,5,16399,14207
2018-04-18,6,17329,15406
2018-04-18,7,18464,16464
2018-04-18,8,18395,16505
2018-04-18,9,17827,16144
2018-04-18,10,17249,15888
2018-04-18,11,17296,15979
2018-04-18,12,17188,15882
2018-04-18,13,16974,15764
2018-04-18,14,16839,15602
2018-04-18,15,17024,15628
2018-04-18,16,17416,15986
2018-04-18,17,17438,16304
2018-04-18,18,17448,16309
2018-04-18,19,17895,16829
2018-04-18,20,18442,17360
2018-04-18,21,17519,16606
2018-04-18,22,16597,15688
2018-04-18,23,15535,14605
2018-04-18,24,15072,13839
2018-04-19,1,15176,13495
2018-04-19,2,15139,13285
2018-04-19,3,15449,13191
2018-04-19,4,15483,13462
2018-04-19,5,15725,13971
2018-04-19,6,16578,15204
2018-04-19,7,17711,16447
2018-04-19,8,17592,16343
2018-04-19,9,17668,16028
2018-04-19,10,17999,15944
2018-04-19,11,17938,15746
2018-04-19,12,17499,15410
2018-04-19,13,17579,15274
2018-04-19,14,17604,15200
2018-04-19,15,17498,15161
2018-04-19,16,17493,15441
2018-04-19,17,17786,15711
2018-04-19,18,17621,15781
2018-04-19,19,18374,16460
2018-04-19,20,18914,17233
2018-04-19,21,18649,16965
2018-04-19,22,17223,15773
2018-04-19,23,16057,14729
2018-04-19,24,15231,13929
2018-04-20,1,15630,13697
2018-04-20,2,15151,13410
2018-04-20,3,15063,13396
2018-04-20,4,15177,13481
2018-04-20,5,15428,14034
2018-04-20,6,16875,15263
2018-04-20,7,17939,16248
2018-04-20,8,17803,16080
2018-04-20,9,17016,15420
2018-04-20,10,16619,14934
2018-04-20,11,16174,14641
2018-04-20,12,16504,14599
2018-04-20,13,16102,14397
2018-04-20,14,15715,14103
2018-04-20,15,15438,13915
2018-04-20,16,15644,14152
2018-04-20,17,15911,14492
2018-04-20,18,16330,14822
2018-04-20,19,16745,15426
2018-04-20,20,17421,16082
2018-04-20,21,16912,15945
2018-04-20,22,16129,15183
2018-04-20,23,15117,14132
2018-04-20,24,14821,13382
2018-04-21,1,14555,12947
2018-04-21,2,14389,12730
2018-04-21,3,14203,12633
2018-04-21,4,14110,12669
2018-04-21,5,14316,12908
2018-04-21,6,14529,13374
2018-04-21,7,15082,13738
2018-04-21,8,15758,13930
2018-04-21,9,15753,13801
2018-04-21,10,15389,13459
2018-04-21,11,15044,13293
2018-04-21,12,14867,13163
2018-04-21,13,14269,12791
2018-04-21,14,14342,12605
2018-04-21,15,14343,12551
2018-04-21,16,14501,12791
2018-04-21,17,14802,13270
2018-04-21,18,14820,13619
2018-04-21,19,15372,14034
2018-04-21,20,15749,14531
2018-04-21,21,15797,14473
2018-04-21,22,15530,13940
2018-04-21,23,15100,13253
2018-04-21,24,14570,12679
2018-04-22,1,14283,12225
2018-04-22,2,13971,12117
2018-04-22,3,13958,12031
2018-04-22,4,14403,12169
2018-04-22,5,14501,12295
2018-04-22,6,14580,12498
2018-04-22,7,14888,12799
2018-04-22,8,14831,12864
2018-04-22,9,14536,12729
2018-04-22,10,14273,12580
2018-04-22,11,14045,12311
2018-04-22,12,14042,12309
2018-04-22,13,14070,12116
2018-04-22,14,13836,11957
2018-04-22,15,13766,11992
2018-04-22,16,14051,12364
2018-04-22,17,14767,13030
2018-04-22,18,15337,13625
2018-04-22,19,15885,14124
2018-04-22,20,16539,14644
2018-04-22,21,16012,14492
2018-04-22,22,15191,13454
2018-04-22,23,14333,12545
2018-04-22,24,14288,12072
2018-04-23,1,14217,11686
2018-04-23,2,14124,11530
2018-04-23,3,13922,11497
2018-04-23,4,14238,11720
2018-04-23,5,14801,12388
2018-04-23,6,16123,13711
2018-04-23,7,17056,14826
2018-04-23,8,16968,14705
2018-04-23,9,16761,14302
2018-04-23,10,16417,14064
2018-04-23,11,16187,13995
2018-04-23,12,16021,13985
2018-04-23,13,15815,13671
2018-04-23,14,15946,13598
2018-04-23,15,16003,13622
2018-04-23,16,16357,13938
2018-04-23,17,16813,14562
2018-04-23,18,16889,14797
2018-04-23,19,16988,15110
2018-04-23,20,17500,15562
2018-04-23,21,16949,15268
2018-04-23,22,15774,14260
2018-04-23,23,14903,13150
2018-04-23,24,14396,12356
2018-04-24,1,14152,12092
2018-04-24,2,13859,11782
2018-04-24,3,13694,11657
2018-04-24,4,13957,11723
2018-04-24,5,14422,12350
2018-04-24,6,15625,13485
2018-04-24,7,16444,14430
2018-04-24,8,16752,14756
2018-04-24,9,16470,14779
2018-04-24,10,15791,14432
2018-04-24,11,15859,14567
2018-04-24,12,16525,14639
2018-04-24,13,16413,14695
2018-04-24,14,16479,14623
2018-04-24,15,16200,14518
2018-04-24,16,16635,15146
2018-04-24,17,17012,15602
2018-04-24,18,16935,15410
2018-04-24,19,16932,15615
2018-04-24,20,17199,15881
2018-04-24,21,16680,15346
2018-04-24,22,15689,14186
2018-04-24,23,14918,13180
2018-04-24,24,14719,12546
2018-04-25,1,14332,12116
2018-04-25,2,14164,11917
2018-04-25,3,13943,11773
2018-04-25,4,13954,11868
2018-04-25,5,14740,12521
2018-04-25,6,15826,13773
2018-04-25,7,16986,15110
2018-04-25,8,17405,15473
2018-04-25,9,17042,15400
2018-04-25,10,17220,15609
2018-04-25,11,17397,15691
2018-04-25,12,17272,15318
2018-04-25,13,17076,15154
2018-04-25,14,16999,15013
2018-04-25,15,17029,14880
2018-04-25,16,17347,15258
2018-04-25,17,17676,15579
2018-04-25,18,17599,15521
2018-04-25,19,17985,15915
2018-04-25,20,18353,16175
2018-04-25,21,17737,15675
2018-04-25,22,16817,14709
2018-04-25,23,16011,13778
2018-04-25,24,15486,13051
2018-04-26,1,14597,12434
2018-04-26,2,14427,12162
2018-04-26,3,14321,12053
2018-04-26,4,14438,12167
2018-04-26,5,14944,12874
2018-04-26,6,16149,14137
2018-04-26,7,17125,15334
2018-04-26,8,16923,15403
2018-04-26,9,16709,15030
2018-04-26,10,16227,14569
2018-04-26,11,15983,14299
2018-04-26,12,15819,14065
2018-04-26,13,15909,14005
2018-04-26,14,15738,13734
2018-04-26,15,15865,13751
2018-04-26,16,16024,14001
2018-04-26,17,16299,14243
2018-04-26,18,16270,14414
2018-04-26,19,16764,14955
2018-04-26,20,17214,15434
2018-04-26,21,17038,15331
2018-04-26,22,16158,14404
2018-04-26,23,15408,13363
2018-04-26,24,15050,12660
2018-04-27,1,14587,12117
2018-04-27,2,14518,12052
2018-04-27,3,14455,11991
2018-04-27,4,14400,12151
2018-04-27,5,15033,12810
2018-04-27,6,15910,13981
2018-04-27,7,16554,14731
2018-04-27,8,16543,14774
2018-04-27,9,16543,14571
2018-04-27,10,16671,14366
2018-04-27,11,16469,14224
2018-04-27,12,16489,13940
2018-04-27,13,16280,13821
2018-04-27,14,16456,13843
2018-04-27,15,16365,13929
2018-04-27,16,16566,14127
2018-04-27,17,16652,14415
2018-04-27,18,16773,14500
2018-04-27,19,16870,14804
2018-04-27,20,16997,15158
2018-04-27,21,16899,14907
2018-04-27,22,16132,14086
2018-04-27,23,15568,13083
2018-04-27,24,14824,12390
2018-04-28,1,14524,12014
2018-04-28,2,14413,11744
2018-04-28,3,14279,11589
2018-04-28,4,14269,11594
